,speed,latitude,timestamp,longitude,vehicle_id,vehicle
418,88,28.60716686791542,1779777508.4305809,77.20088103146384,CAR101,
419,108,28.603967899872345,1779776718.4201002,77.19311324297897,CAR101,
420,106,28.61665519887671,1779767535.322168,77.20167989719461,CAR101,
421,89,28.61851976787124,1779710044.8846374,77.19601991633631,CAR101,
423,111,28.605048397154874,1779703056.646664,77.19574216009461,CAR101,
424,100,28.619361780994193,1779770266.5394404,77.19621370805854,CAR101,
426,97,28.603326652933657,1779710789.9298532,77.19726786359853,CAR101,
427,118,28.612635499934573,1779698657.9091115,77.20337295825702,CAR101,
428,85,28.617829548935653,1779776212.1745253,77.20240972787896,CAR101,
431,89,28.61113911217294,1779706147.8125985,77.20853430618911,CAR101,
432,119,28.60670296629422,1779693839.1892593,77.20002958257214,CAR101,
433,115,28.608644368706027,1779787215.4226196,77.19485357913807,CAR101,
435,84,28.60450906384537,1779701514.9229243,77.20395635678024,CAR101,
437,98,28.619803967552333,1779774144.1533556,77.19329139662217,CAR101,
439,104,28.603512668438388,1779776583.5910628,77.19613215537795,CAR101,
443,90,28.617749674323296,1779700241.8351288,77.206250274405,CAR101,
445,102,28.61185877642696,1779712142.2208843,77.20270572897907,CAR101,
447,111,28.604892066472498,1779767754.68908,77.19364829084113,CAR101,
450,104,28.60457499995483,1779781740.9829233,77.19998918278417,CAR101,
456,114,28.612252870971535,1779696920.205515,77.20234874424098,CAR101,
457,113,28.617575439515505,1779702660.3081117,77.19683342821001,CAR101,
458,110,28.60257550351789,1779787289.756924,77.20398149568821,CAR101,
459,98,28.602208998588576,1779697940.5754406,77.20883956018581,CAR101,
460,104,28.613252795807387,1779698040.349497,77.20821231529857,CAR101,
461,106,28.604055702838934,1779767906.7517014,77.20066017260578,CAR101,
462,102,28.609116252637815,1779767409.8143995,77.19697095306763,CAR101,
463,103,28.602427171920898,1779771733.4973776,77.20495934252845,CAR101,
464,109,28.602560901757847,1779707086.8725343,77.20598045937788,CAR101,
467,105,28.61025090866974,1779711129.9674,77.20467524980035,CAR101,
468,108,28.61715023868247,1779788041.3156695,77.19865762303998,CAR101,
470,86,28.613901460127874,1779774032.474967,77.19917352702141,CAR101,
474,113,28.61980429177561,1779767114.0141673,77.20244381013265,CAR101,
475,91,28.61206712420398,1779706123.0232778,77.20409699610401,CAR101,
479,105,28.619623923609563,1779708817.489062,77.20417931317525,CAR101,
480,85,28.605042732029624,1779697987.2134128,77.20879781395632,CAR101,
485,101,28.617305831770167,1779700295.1293645,77.2066307362795,CAR101,
486,89,28.619091902994647,1779697600.6951947,77.20264633472725,CAR101,
490,89,28.612149492826024,1779706538.0112274,77.19175179052492,CAR101,
494,90,28.610846760226675,1779700994.2555299,77.19525636465869,CAR101,
502,87,28.606711315969047,1779787052.5977383,77.20630531471731,CAR101,
503,112,28.611062009950075,1779767963.5388515,77.20316102308077,CAR101,
507,96,28.603977863083013,1779770839.476576,77.19123306912657,CAR101,
513,87,28.61047619982581,1779786322.046793,77.20938160890101,CAR101,
514,81,28.618078229942434,1779785096.003752,77.20578703785407,CAR101,
518,89,28.602874159106996,1779698069.2321138,77.20942509870251,CAR101,
519,112,28.602639648131237,1779711659.946386,77.20312231146119,CAR101,
520,113,28.61470099489075,1779782010.3660002,77.19471640094974,CAR101,
535,114,28.614405437905575,1779785390.0379417,77.19296400572541,CAR101,
537,101,28.617794202085626,1779785138.4402516,77.19215170401782,CAR101,
538,96,28.60635064651477,1779770458.102048,77.20185964493491,CAR101,
540,117,28.603557607102562,1779707566.4759824,77.20053986411715,CAR101,
541,106,28.601287914057764,1779693259.4467995,77.20145607264703,CAR101,
543,117,28.609445162325514,1779787672.9706779,77.19237928040164,CAR101,
544,114,28.602249112654654,1779775394.8049636,77.20339660403012,CAR101,
550,85,28.601602664290176,1779782415.5293043,77.19681929041423,CAR101,
552,106,28.606776785600747,1779785911.4704127,77.19954573373708,CAR101,
553,95,28.61921729652977,1779700202.7226696,77.1973492050486,CAR101,
555,97,28.615943354705696,1779767402.7428663,77.19749857068038,CAR101,
557,82,28.615536330315347,1779767303.4126093,77.19051054226375,CAR101,
559,93,28.60517906739716,1779710509.22603,77.20861832324911,CAR101,
560,120,28.612302199722635,1779770665.663847,77.19011423468221,CAR101,
562,107,28.60916928700085,1779706045.0726383,77.19695132262558,CAR101,
568,89,28.61312671656901,1779767228.7547078,77.19582208931016,CAR101,
569,107,28.602991981354823,1779708852.860765,77.19445603805994,CAR101,
572,98,28.610852917851116,1779707954.4758682,77.19947860773452,CAR101,
580,114,28.61660821707798,1779707926.2045662,77.19559694393035,CAR101,
585,86,28.616889933275225,1779709228.5761328,77.19373354419558,CAR101,
586,96,28.611220854821205,1779698265.148623,77.20704579980897,CAR101,
587,93,28.609923897388835,1779710449.1765459,77.19157976458172,CAR101,
593,114,28.612630212274166,1779778380.082218,77.19601158078187,CAR101,
595,113,28.61081152630711,1779777219.004014,77.19064601207683,CAR101,
596,103,28.602729324812255,1779711509.3506827,77.20575199783619,CAR101,
599,89,28.612937124897947,1779771097.7587254,77.19450488515771,CAR101,
604,92,28.615282921387564,1779697990.7507036,77.19284584515775,CAR101,
606,111,28.606409956895945,1779786035.2599993,77.19611176101688,CAR101,
608,91,28.615207801288197,1779701422.2087142,77.19858419750479,CAR101,
610,86,28.600355712323424,1779710697.7200377,77.19875897917856,CAR101,
611,116,28.608082894214718,1779713216.1759756,77.1941979946123,CAR101,
612,110,28.600625649914566,1779697880.033284,77.20826479628506,CAR101,
614,89,28.617525456051908,1779698661.4445877,77.19251328051556,CAR101,
617,114,28.60701848770415,1779790078.8300982,77.19315543531295,CAR101,
618,91,28.60800442319256,1779786666.0108755,77.19873316032103,CAR101,
624,104,28.619933231732524,1779706225.792768,77.20101370174376,CAR101,
626,117,28.61745795494815,1779775107.810333,77.20668243013371,CAR101,
631,101,28.601391656679315,1779698529.845095,77.19587806823294,CAR101,
632,93,28.610287609798082,1779767595.5166354,77.20404230037462,CAR101,
633,97,28.607403172582202,1779710225.8877811,77.1976202068629,CAR101,
634,111,28.602980109428305,1779706463.466261,77.19944063701526,CAR101,
641,119,28.614229463893444,1779777494.2275753,77.19987903220205,CAR101,
642,87,28.617247341662562,1779711887.9178395,77.19491311948998,CAR101,
647,92,28.60078240499043,1779707844.1893766,77.1951292467569,CAR101,
650,101,28.61116485767282,1779693110.7533796,77.20710910655063,CAR101,
653,87,28.61742606519739,1779779060.722208,77.19104891127351,CAR101,
654,90,28.60136103015007,1779706751.6385207,77.19322380954902,CAR101,
655,104,28.615188535970837,1779771090.6637952,77.20190042149561,CAR101,
657,117,28.601844197055843,1779785666.8112032,77.19997924706838,CAR101,
658,92,28.617025452549488,1779785439.5797393,77.1902602537488,CAR101,
660,97,28.605373476810325,1779779043.0218325,77.20072433487886,CAR101,
661,108,28.606480804484956,1779777126.777266,77.19813657117984,CAR101,
663,110,28.619428363367973,1779712706.9462812,77.20155938186599,CAR101,
670,119,28.61698377664277,1779697788.6543727,77.20995410500343,CAR101,
675,117,28.61929717367928,1779697346.867268,77.1922112523934,CAR101,
682,97,28.602087335853845,1779779046.561994,77.20094453936161,CAR101,
683,108,28.613697803690112,1779787148.06472,77.19097666055356,CAR101,
685,109,28.601612821520753,1779709533.6173732,77.19813542618331,CAR101,
691,83,28.602811588361096,1779778543.9899046,77.1925560122262,CAR101,
692,99,28.600249600461844,1779779078.4116056,77.20975535120441,CAR101,
693,103,28.608931398129368,1779786708.6573515,77.20721216388887,CAR101,
696,87,28.60615564545362,1779707495.3460352,77.19873328119156,CAR101,
698,84,28.610026006523842,1779707552.2307336,77.20136111764144,CAR101,
700,99,28.61607734531524,1779785868.9526327,77.19432184024232,CAR101,
705,101,28.61860823773552,1779773931.6522954,77.19023115990049,CAR101,
706,98,28.61685675924624,1779697937.0099015,77.19471895151212,CAR101,
708,120,28.604428543411785,1779706356.9734473,77.20112555875079,CAR101,
710,95,28.615473100542086,1779782071.2066293,77.20059394261901,CAR101,
712,96,28.600531225820014,1779782337.4365501,77.19272143367213,CAR101,
715,84,28.615259502632988,1779713414.3148549,77.20429938436723,CAR101,
729,93,28.603462079613916,1779711688.5186574,77.20647331846679,CAR101,
730,90,28.614048904894297,1779786804.2744439,77.20164232073508,CAR101,
733,105,28.618949669786687,1779777879.1254234,77.19343008252359,CAR101,
736,90,28.613024587175765,1779777422.6823127,77.209945147848,CAR101,
738,104,28.602005417631606,1779779221.289072,77.1907867074025,CAR101,
739,107,28.612848083540342,1779699253.9456375,77.191150146378,CAR101,
742,113,28.604145386745426,1779700975.952979,77.19490936272149,CAR101,
743,87,28.60002553829421,1779693061.1507378,77.2035905025149,CAR101,
744,81,28.614330424268488,1779706278.933058,77.19087674008223,CAR101,
745,92,28.60154584904216,1779706091.136173,77.2025117719495,CAR101,
747,89,28.61376573792339,1779698422.8543067,77.20702038318667,CAR101,
749,94,28.618880720014303,1779701400.9784193,77.19389240964638,CAR101,
756,113,28.612619853474573,1779779007.568171,77.20658680081984,CAR101,
759,119,28.60205448544298,1779773668.5314596,77.20576731918506,CAR101,
760,118,28.61509660889974,1779779331.9983487,77.20539680806674,CAR101,
761,94,28.61746554723802,1779712685.4406807,77.20498430578542,CAR101,
762,110,28.613599608984035,1779777045.300782,77.19060671445443,CAR101,
763,100,28.606801071248594,1779709424.6142173,77.20545040206359,CAR101,
764,98,28.603082399973466,1779699218.4720867,77.19216305580711,CAR101,
766,86,28.602389676909905,1779698636.6795654,77.20682737663445,CAR101,
769,114,28.614350742021593,1779776126.2707832,77.19874038725773,CAR101,
770,116,28.61469390784418,1779707467.0220864,77.20596279516248,CAR101,
771,120,28.61961163936701,1779699080.0570831,77.20484842379108,CAR101,
774,117,28.60389764113018,1779693219.8776927,77.20671381445445,CAR101,
778,119,28.605387288336683,1779777077.1668258,77.20253329476851,CAR101,
780,82,28.60966012382566,1779702460.8664577,77.19081042693668,CAR101,
781,113,28.6003149864049,1779701802.9222007,77.19514830354504,CAR101,
783,110,28.610491719731737,1779702414.6733468,77.1934368319734,CAR101,
787,104,28.606536365008154,1779785085.3438392,77.19866084475521,CAR101,
792,104,28.61752917889788,1779767328.2243006,77.19315229666185,CAR101,
793,93,28.606227395253484,1779787892.7255514,77.20291149351765,CAR101,
796,103,28.619843637614473,1779711624.18442,77.20953042928735,CAR101,
797,113,28.614716696611115,1779709019.4084992,77.20376212251425,CAR101,
800,104,28.61490907038461,1779702738.250432,77.19100358769715,CAR101,
802,109,28.61665752751358,1779710218.8004243,77.20800019406636,CAR101,
803,100,28.606431449025152,1779771690.259642,77.20093548576942,CAR101,
809,85,28.603478675569736,1779696837.9697978,77.19734694038348,CAR101,
810,120,28.604350568550807,1779708214.023322,77.2090256216131,CAR101,
811,94,28.61697108027879,1779709463.6631882,77.20119268409645,CAR101,
812,87,28.603462660424047,1779771589.0141492,77.20933771719217,CAR101,
814,90,28.619334480181095,1779785120.7361739,77.19228041935183,CAR101,
816,83,28.616975299178954,1779708564.8248754,77.19348409911147,CAR101,
820,119,28.601156313055554,1779775026.2047951,77.2031797159716,CAR101,
821,104,28.612666378846875,1779786411.0358126,77.20294372916867,CAR101,
822,97,28.61168403095244,1779785960.9524095,77.19704771768183,CAR101,
823,97,28.618416404971384,1779775283.759336,77.19068958268333,CAR101,
825,98,28.6081038665971,1779773307.735478,77.19555815465873,CAR101,
829,105,28.61306120614692,1779708664.0610309,77.19047023385123,CAR101,
832,105,28.607877956941223,1779784735.6594422,77.20670830010401,CAR101,
837,113,28.603616815378516,1779782230.6766438,77.19064143513395,CAR101,
838,102,28.602781891459,1779771956.751358,77.20804613344096,CAR101,
842,88,28.616365653924717,1779712894.231812,77.19763452263618,CAR101,
843,86,28.617389848484848,1779703407.112563,77.20772766071283,CAR101,
844,97,28.608842047040955,1779708270.6429086,77.20978938954592,CAR101,
845,103,28.611333596441522,1779785460.8148649,77.20402592951746,CAR101,
847,111,28.612921186241554,1779699250.4026911,77.20317567295085,CAR101,
848,99,28.606465560792973,1779781616.8855245,77.19016146252709,CAR101,
850,81,28.600115332240083,1779699399.3307927,77.20746905480671,CAR101,
852,115,28.617008084184025,1779702535.6891618,77.20773594576332,CAR101,
853,110,28.60003810576338,1779771599.8675501,77.20208929952298,CAR101,
856,105,28.60313510726933,1779782459.0078044,77.19661780056913,CAR101,
857,83,28.606395121814817,1779710367.8497274,77.20741009831802,CAR101,
861,81,28.600268687738385,1779703381.1691043,77.20684111133161,CAR101,
865,104,28.616317658861217,1779697457.1164618,77.19180859002684,CAR101,
866,97,28.602391913284208,1779696738.492481,77.19684680767432,CAR101,
869,99,28.603261333866346,1779711048.5332816,77.20817671576351,CAR101,
870,120,28.612445070226098,1779777255.0917509,77.2020976745923,CAR101,
871,110,28.609123926527268,1779774532.5762856,77.20909394434345,CAR101,
875,118,28.61065106240573,1779775528.836255,77.20485124156502,CAR101,
880,84,28.607426234744437,1779773368.2148428,77.1924376220938,CAR101,
881,96,28.604354115313697,1779711938.6568732,77.20524364829497,CAR101,
882,113,28.609228036314704,1779702282.260647,77.20154592232122,CAR101,
883,104,28.60758782304238,1779711724.5404515,77.1958988801408,CAR101,
884,102,28.619918663194245,1779778979.2829933,77.19281956948382,CAR101,
886,91,28.602759597537734,1779777151.6107051,77.20322642866559,CAR101,
888,103,28.614478275066244,1779778134.0895338,77.19918228832609,CAR101,
890,88,28.605490919423154,1779778440.7686648,77.20566897277669,CAR101,
895,115,28.61517516843024,1779707143.625342,77.19362485409037,CAR101,
900,104,28.602634546553322,1779779110.267731,77.20237691701094,CAR101,
902,86,28.606770427708735,1779785315.6696973,77.20189917848398,CAR101,
903,104,28.603996671821008,1779696966.2566051,77.1982188155284,CAR101,
906,112,28.61761240446026,1779787743.8309891,77.1979391878135,CAR101,
907,81,28.612791079683156,1779707915.5795135,77.20117421548346,CAR101,
909,103,28.612209636775276,1779700028.8354847,77.20373218134726,CAR101,
910,83,28.612712585136425,1779771343.6674707,77.199843559889,CAR101,
916,87,28.618669671111952,1779781790.516774,77.19346998344592,CAR101,
920,87,28.60219368375003,1779782512.2530718,77.20437028228409,CAR101,
921,102,28.607339148482552,1779778344.2435358,77.19841235720584,CAR101,
922,84,28.60108339193325,1779773264.5033252,77.20868802565047,CAR101,
928,96,28.61182277622428,1779778119.4720826,77.1943678552905,CAR101,
929,117,28.60997164707202,1779775622.01062,77.19342886303711,CAR101,
932,98,28.611968841553217,1779710907.0086603,77.19798282817723,CAR101,
934,88,28.609467919778975,1779712767.976408,77.2074164364168,CAR101,
936,112,28.61063157689863,1779786960.0413356,77.20068024793879,CAR101,
938,88,28.616444841629814,1779709914.007734,77.19909967129247,CAR101,
939,109,28.608213851910133,1779777918.168895,77.19387950784109,CAR101,
941,94,28.603733908002138,1779776251.7048955,77.20432755786962,CAR101,
945,113,28.601740787973448,1779692950.6520798,77.20661731319942,CAR101,
947,105,28.61486774529229,1779785851.2190592,77.1988338202195,CAR101,
948,86,28.602089230507673,1779698465.3195727,77.19922487854612,CAR101,
949,120,28.61616399912448,1779708103.46534,77.19063402120568,CAR101,
950,99,28.605650426140837,1779703109.787039,77.2048984096207,CAR101,
952,103,28.601606524890002,1779710793.4801524,77.19641883054591,CAR101,
957,91,28.6196737241311,1779779181.9687128,77.19254625285679,CAR101,
959,115,28.608714908177145,1779785067.6069648,77.19095847349195,CAR101,
960,120,28.602647658859983,1779696677.3042836,77.198245624855,CAR101,
961,118,28.600351908513666,1779788095.202382,77.20909582501845,CAR101,
963,111,28.602050223304886,1779773329.097226,77.20678543944376,CAR101,
966,115,28.61842404535261,1779702674.5040991,77.19842490520585,CAR101,
971,88,28.61256371012207,1779701182.822683,77.20724060199454,CAR101,
972,97,28.604397929374908,1779782476.7389774,77.19778595312869,CAR101,
977,107,28.60134602406392,1779712101.8806403,77.19689043717236,CAR101,
979,108,28.611085250103855,1779712470.2784283,77.20038769449249,CAR101,
980,92,28.614736314864945,1779770811.0877287,77.20365913331591,CAR101,
984,91,28.608167149721456,1779693252.3456078,77.19917532175967,CAR101,
988,85,28.618447882805032,1779696795.361127,77.1943422611514,CAR101,
989,112,28.61833735379165,1779776483.7988784,77.1943278404075,CAR101,
991,85,28.60261873687582,1779706289.5442328,77.19300422430005,CAR101,
995,109,28.60243722953809,1779788065.0691025,77.20891957972324,CAR101,
996,95,28.601443055491064,1779767970.599633,77.19247728830253,CAR101,
999,83,28.61697118764556,1779696597.1209972,77.20151258683585,CAR101,
1005,86,28.60803072980404,1779711713.7508316,77.1934698332049,CAR101,
1007,97,28.605097569113678,1779778778.8703928,77.20111547308144,CAR101,
1008,119,28.607129520986224,1779767782.959975,77.2085157948175,CAR101,
